trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
159,False,"{'a': 0.5, 'e': 0.15023135628868592}",25,3,-5.589410185017253,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.14907350814686857}",25,20,10.307612585576543,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.14792899408284158}",20,3,26.449152861356257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.14679761013490836}",20,4,15.19409500080354,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.14567915622632852}",25,11,26.510818820589314,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.1445734360768566}",20,14,12.798049202687153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.14348025711662216}",25,11,6.785185062325279,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1423994304022798}",25,11,14.301077707533032,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.14133077053536236}",25,12,24.5248553865646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.14027409558277013}",20,6,15.423594454968095,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.1392292269993331}",30,7,-15.564789429872215,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.1381959895523846}",20,5,15.188521119605191,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.13717421124828674}",25,12,20.11660012715176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.13616372326085027}",30,22,18.204888426403087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.13516435986159314}",20,0,4.947530280329211,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.13417595835178397}",25,12,23.018911188989776,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.13319835899621862}",30,18,24.477235999296965,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.13223140495867913}",25,15,18.765964296675417,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.1312749422390269}",25,9,4.449696398870794,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.13032881961188222}",20,3,9.927006652841152,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.12939288856684583}",20,13,16.845279928692204,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.12846700325021665}",20,0,35.43975413736911,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.12755102040816474}",20,5,27.704321953102443,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.12664479933131692}",25,14,19.157059254836312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
